scenario,phase,n,mean_improvement_att,std_improvement_att,min_improvement_att,max_improvement_att,p95_improvement_att,mean_improvement_CEF,std_improvement_CEF,min_improvement_CEF,max_improvement_CEF,p95_improvement_CEF,mean_improvement_CEF2,std_improvement_CEF2,min_improvement_CEF2,max_improvement_CEF2,p95_improvement_CEF2,mean_improvement_exposure,std_improvement_exposure,min_improvement_exposure,max_improvement_exposure,p95_improvement_exposure,mean_improvement_dun,std_improvement_dun,min_improvement_dun,max_improvement_dun,p95_improvement_dun,mean_improvement_cost,std_improvement_cost,min_improvement_cost,max_improvement_cost,p95_improvement_cost,mean_improvement_energy,std_improvement_energy,min_improvement_energy,max_improvement_energy,p95_improvement_energy,mean_reward,std_reward,min_reward,max_reward,p95_reward
S1_service,calibration,105,-0.04128446266834142,0.11022134684746099,-0.6092705112798927,0.0673626154912727,0.03661531020936218,0.21392256556903405,0.30249890839758237,0.0,2.4019068101516776,0.5649582885379123,0.17361142169439367,0.28866843496635824,-0.0006084523386968058,2.0867394919155466,0.588351188545703,-0.03371182506702878,0.13041280309248493,-0.7884807681856009,0.3420392592814011,0.10907494747641056,0.7053647952011247,0.39207029554982314,0.0,1.0,1.0,-0.11434567041849154,0.0946784864190006,-0.5185490794625477,0.0,-0.03991514371418259,,,,,,0.30014449095938883,0.27782259706244394,0.0,1.2520862210781916,0.7876701501797772
S1_service,held_out,45,-0.025974777734258873,0.07598049729700723,-0.2488947680864242,0.03661531020936218,0.03661531020936218,0.15014329390820488,0.13890139643127564,0.0,0.5922298189932259,0.4041733132020728,0.11307459930305609,0.15190843548385624,0.0,0.6548000426743409,0.41718224056570713,-0.015820772647286322,0.07654694003893299,-0.3001955435464167,0.09852040912963368,0.08862438943476582,0.7360407597849928,0.3832199595719931,0.0,1.0,1.0,-0.09046354961062511,0.056668620990093385,-0.30667843194606237,0.0,-0.04735792761838591,,,,,,0.2513423164760745,0.2131440155742052,0.0,0.9649368829354191,0.6087676384576639
S2_energy,calibration,105,-0.02259677193462349,0.06585197178725921,-0.34496137990522374,0.07247952019150272,0.02535271832118004,0.16852426120549144,0.2702771490599912,0.0,1.8410078168671873,0.5928514597773457,0.13805816767622175,0.24652378370354092,0.0,1.6761028505444056,0.5237835590963662,0.06443819977766022,0.1101841967039958,-0.22162736406770023,0.4432724275462454,0.26817599611408055,0.7096940266659377,0.39615661249333767,0.0,1.0,1.0,-0.07227573951817742,0.0898269787788207,-0.48196051886325303,0.007289127057713012,0.0,-0.07902383064283383,0.10149448086758986,-0.5308723382575842,0.005088218072377247,0.0,0.19586097906586142,0.2470571329964013,-0.02459763150235491,1.3452157576568204,0.5963643750147795
S2_energy,held_out,45,-0.016678922649282182,0.05270716548804793,-0.2918449608703526,0.061465809664196035,0.025640959491153345,0.13028977550541565,0.19854714644238544,0.0,1.238578160874431,0.33695978716067554,0.10194178256815514,0.1823837803057962,0.0,1.1529998632484104,0.28325487189052073,0.058834353260758435,0.09929187138906467,-0.11183579617435604,0.34225755787500434,0.2598790320843709,0.7928370949211265,0.3470840353477665,0.0,1.0,1.0,-0.06342810464912955,0.07158371587195468,-0.3179550788513065,0.0,0.0,-0.07228116824357082,0.0838030627758941,-0.35280498991308834,0.0,0.0,0.15434630550185727,0.1635783963474356,-0.024875962990622003,0.5628499028634388,0.4464092571255858
