scenario,phase,type,location,n,mean_improvement_att,std_improvement_att,min_improvement_att,max_improvement_att,p95_improvement_att,mean_improvement_CEF,std_improvement_CEF,min_improvement_CEF,max_improvement_CEF,p95_improvement_CEF,mean_improvement_CEF2,std_improvement_CEF2,min_improvement_CEF2,max_improvement_CEF2,p95_improvement_CEF2,mean_improvement_exposure,std_improvement_exposure,min_improvement_exposure,max_improvement_exposure,p95_improvement_exposure,mean_improvement_dun,std_improvement_dun,min_improvement_dun,max_improvement_dun,p95_improvement_dun,mean_improvement_cost,std_improvement_cost,min_improvement_cost,max_improvement_cost,p95_improvement_cost,mean_improvement_energy,std_improvement_energy,min_improvement_energy,max_improvement_energy,p95_improvement_energy,mean_reward,std_reward,min_reward,max_reward,p95_reward
S1_service,calibration,link_failure,any_road,37,-0.015704962044432953,0.061954087426116314,-0.2160102787342875,0.024346791560570142,0.02428160820313367,0.12810225742622716,0.11379647821192544,0.02346950803813452,0.4411845637067618,0.42521185703179565,0.08911539275371931,0.11540752940608635,0.004874675480702789,0.4133966585562745,0.3841657406010717,-0.004809188463668521,0.08782075542318471,-0.24603192386834558,0.3420392592814011,0.09093676045013438,0.8569743658951219,0.3259908607375177,0.0,1.0,1.0,-0.06936973574214984,0.0267614266730019,-0.1427732257015147,-0.03962705326949153,-0.03991514371418259,,,,,,0.22558278425717787,0.17865671504458616,0.03758958752733357,0.6197854786040529,0.6097071266655267
S1_service,calibration,node_removal,central,6,-0.10830610194005545,0.10522740719887563,-0.2310292990573881,0.013228428738433655,0.013228428738433655,0.3124160777805476,0.11569971416160994,0.15398646433236668,0.44548169441505797,0.44548169441505797,0.2876764040368802,0.1469413488790705,0.08260503808747935,0.43783296690393547,0.43783296690393547,-0.0637677757117185,0.11404241679534824,-0.30174680959173045,0.03411215118873941,0.03411215118873941,1.0,0.0,1.0,1.0,1.0,-0.14741884239773592,0.030857910314310538,-0.19925489459559212,-0.10434199350011893,-0.10434199350011893,,,,,,0.5162520965802943,0.15240219171125927,0.31462728231142256,0.7010051174819907,0.7010051174819907
S1_service,calibration,combined_disruption,central + peripheral_area,2,-0.41212029202011263,0.19715021925978013,-0.6092705112798927,-0.2149700727603325,-0.2149700727603325,1.4542525164760032,0.9476542936756743,0.506598222800329,2.4019068101516776,2.4019068101516776,1.2620160484957865,0.8247234434197602,0.4372926050760263,2.0867394919155466,2.0867394919155466,-0.0004616321290079328,0.07173514730291058,-0.07219677943191852,0.07127351517390265,0.07127351517390265,0.8469638862697837,0.08787811788644301,0.7590857683833407,0.9348420041562268,0.9348420041562268,-0.3737783229739537,0.144770756488594,-0.5185490794625477,-0.2290075664853597,-0.2290075664853597,,,,,,0.9641357011739413,0.2879505199042503,0.676185181269691,1.2520862210781916,1.2520862210781916
S1_service,calibration,node_removal,peripheral,5,0.00117062859527131,0.03862590137283134,-0.05352778579525755,0.0673626154912727,0.0673626154912727,0.09753323448706142,0.08586672080812649,0.0,0.20248326660335658,0.20248326660335658,0.06192185407008756,0.06750625089316105,0.0,0.1763195416328782,0.1763195416328782,-0.027774152960626575,0.039872940126752195,-0.0889910173386255,0.011411734654681397,0.011411734654681397,0.2410673354493548,0.31086958676982385,0.0,0.7988512318100416,0.7988512318100416,-0.09930570779658264,0.08721325461457724,-0.22322907645343165,0.0,0.0,,,,,,0.18367159000535,0.16380167801450013,0.0,0.3980887412128845,0.3980887412128845
S1_service,calibration,combined_disruption,central_area + peripheral_area,1,-0.016868047871772446,0.0,-0.016868047871772446,-0.016868047871772446,-0.016868047871772446,0.25940872820915645,0.0,0.25940872820915645,0.25940872820915645,0.25940872820915645,0.17656595583286655,0.0,0.17656595583286655,0.17656595583286655,0.17656595583286655,-0.005955086656063688,0.0,-0.005955086656063688,-0.005955086656063688,-0.005955086656063688,0.17761585230924207,0.0,0.17761585230924207,0.17761585230924207,0.17761585230924207,-0.16678519473500805,0.0,-0.16678519473500805,-0.16678519473500805,-0.16678519473500805,,,,,,0.3874706366187173,0.0,0.3874706366187173,0.3874706366187173,0.3874706366187173
S1_service,calibration,combined_disruption,peripheral_area + central,1,-0.07106570091876299,0.0,-0.07106570091876299,-0.07106570091876299,-0.07106570091876299,0.29789236486541887,0.0,0.29789236486541887,0.29789236486541887,0.29789236486541887,0.26199820304662613,0.0,0.26199820304662613,0.26199820304662613,0.26199820304662613,-0.14441786821005423,0.0,-0.14441786821005423,-0.14441786821005423,-0.14441786821005423,0.5688080133063681,0.0,0.5688080133063681,0.5688080133063681,0.5688080133063681,-0.23540457107410834,0.0,-0.23540457107410834,-0.23540457107410834,-0.23540457107410834,,,,,,0.37080180603863616,0.0,0.37080180603863616,0.37080180603863616,0.37080180603863616
S1_service,calibration,combined_disruption,peripheral_area + peripheral_area,1,0.03156583383948282,0.0,0.03156583383948282,0.03156583383948282,0.03156583383948282,0.12505135381032817,0.0,0.12505135381032817,0.12505135381032817,0.12505135381032817,0.07320257642947936,0.0,0.07320257642947936,0.07320257642947936,0.07320257642947936,0.14031389897440902,0.0,0.14031389897440902,0.14031389897440902,0.14031389897440902,0.0,0.0,0.0,0.0,0.0,-0.14258906851660832,0.0,-0.14258906851660832,-0.14258906851660832,-0.14258906851660832,,,,,,0.2690577219092681,0.0,0.2690577219092681,0.2690577219092681,0.2690577219092681
S1_service,calibration,combined_disruption,any_road + central,1,-0.13169049701088506,0.0,-0.13169049701088506,-0.13169049701088506,-0.13169049701088506,0.497924950885998,0.0,0.497924950885998,0.497924950885998,0.497924950885998,0.504481819267468,0.0,0.504481819267468,0.504481819267468,0.504481819267468,-0.04591127019245654,0.0,-0.04591127019245654,-0.04591127019245654,-0.04591127019245654,1.0,0.0,1.0,1.0,1.0,-0.24332808661982358,0.0,-0.24332808661982358,-0.24332808661982358,-0.24332808661982358,,,,,,0.7981366994143186,0.0,0.7981366994143186,0.7981366994143186,0.7981366994143186
S1_service,calibration,combined_disruption,peripheral_area + peripheral,1,0.02489820457962958,0.0,0.02489820457962958,0.02489820457962958,0.02489820457962958,0.05327526163190541,0.0,0.05327526163190541,0.05327526163190541,0.05327526163190541,0.005337713728759855,0.0,0.005337713728759855,0.005337713728759855,0.005337713728759855,-0.006060704456304833,0.0,-0.006060704456304833,-0.006060704456304833,-0.006060704456304833,0.0,0.0,0.0,0.0,0.0,-0.04959320968549564,0.0,-0.04959320968549564,-0.04959320968549564,-0.04959320968549564,,,,,,0.07562705139550031,0.0,0.07562705139550031,0.07562705139550031,0.07562705139550031
S1_service,calibration,combined_disruption,any_road + peripheral_area,1,0.023233882904411664,0.0,0.023233882904411664,0.023233882904411664,0.023233882904411664,0.054757048321760586,0.0,0.054757048321760586,0.054757048321760586,0.054757048321760586,0.007125441287362902,0.0,0.007125441287362902,0.007125441287362902,0.007125441287362902,-0.006109053361886246,0.0,-0.006109053361886246,-0.006109053361886246,-0.006109053361886246,,,,,,-0.04735792761838591,0.0,-0.04735792761838591,-0.04735792761838591,-0.04735792761838591,,,,,,0.09080167499020182,0.0,0.09080167499020182,0.09080167499020182,0.09080167499020182
S1_service,calibration,combined_disruption,central_area + any_road,2,-0.17782569444808813,0.2143725428906139,-0.392198237338702,0.03654684844252577,0.03654684844252577,0.35517828949807856,0.33970921957612005,0.015469069921958511,0.6948875090741986,0.6948875090741986,0.3995560610571072,0.3992587895123108,0.0002972715447964444,0.798814850569418,0.798814850569418,-0.28442379420753694,0.25152686092714205,-0.535950655134679,-0.03289693328039493,-0.03289693328039493,0.8347122381002,0.0,0.8347122381002,0.8347122381002,0.8347122381002,-0.17842234637384274,0.12810096572462376,-0.3065233120984665,-0.05032138064921896,-0.05032138064921896,,,,,,0.38019441940456755,0.3413517857700095,0.03884263363455803,0.7215462051745771,0.7215462051745771
S1_service,calibration,combined_disruption,any_road + peripheral,2,0.010500645490860333,0.014823465354930425,-0.004322819864070093,0.025324110845790757,0.025324110845790757,0.10890861767121546,0.0402358032438759,0.06867281442733957,0.14914442091509136,0.14914442091509136,0.06248272025957222,0.0153759868094785,0.047106733450093724,0.07785870706905072,0.07785870706905072,0.005734837366467956,0.04454451026624398,-0.03880967289977603,0.05027934763271194,0.05027934763271194,0.7657988939486133,0.23420110605138672,0.5315977878972266,1.0,1.0,-0.08020185532717569,0.033242523923080976,-0.11344437925025666,-0.046959331404094716,-0.046959331404094716,,,,,,0.22972917605603077,0.08415547534516138,0.1455737007108694,0.31388465140119215,0.31388465140119215
S1_service,calibration,combined_disruption,central_area + peripheral,1,0.037162825712035004,0.0,0.037162825712035004,0.037162825712035004,0.037162825712035004,0.015618871312628204,0.0,0.015618871312628204,0.015618871312628204,0.015618871312628204,0.0003022654001137393,0.0,0.0003022654001137393,0.0003022654001137393,0.0003022654001137393,-0.034567652278278085,0.0,-0.034567652278278085,-0.034567652278278085,-0.034567652278278085,0.0,0.0,0.0,0.0,0.0,-0.05086351037444355,0.0,-0.05086351037444355,-0.05086351037444355,-0.05086351037444355,,,,,,0.03925219740239004,0.0,0.03925219740239004,0.03925219740239004,0.03925219740239004
S1_service,calibration,combined_disruption,peripheral + central_area,1,0.01858257639965819,0.0,0.01858257639965819,0.01858257639965819,0.01858257639965819,0.038387233694944456,0.0,0.038387233694944456,0.038387233694944456,0.038387233694944456,-0.0006084523386968058,0.0,-0.0006084523386968058,-0.0006084523386968058,-0.0006084523386968058,-0.019319943450144577,0.0,-0.019319943450144577,-0.019319943450144577,-0.019319943450144577,0.038609680721821,0.0,0.038609680721821,0.038609680721821,0.038609680721821,-0.1461061390151289,0.0,-0.1461061390151289,-0.1461061390151289,-0.1461061390151289,,,,,,0.05509309572067865,0.0,0.05509309572067865,0.05509309572067865,0.05509309572067865
