scenario,phase,action,n,mean_improvement_att,std_improvement_att,min_improvement_att,max_improvement_att,p95_improvement_att,mean_improvement_CEF,std_improvement_CEF,min_improvement_CEF,max_improvement_CEF,p95_improvement_CEF,mean_improvement_CEF2,std_improvement_CEF2,min_improvement_CEF2,max_improvement_CEF2,p95_improvement_CEF2,mean_improvement_exposure,std_improvement_exposure,min_improvement_exposure,max_improvement_exposure,p95_improvement_exposure,mean_improvement_dun,std_improvement_dun,min_improvement_dun,max_improvement_dun,p95_improvement_dun,mean_improvement_cost,std_improvement_cost,min_improvement_cost,max_improvement_cost,p95_improvement_cost,mean_improvement_energy,std_improvement_energy,min_improvement_energy,max_improvement_energy,p95_improvement_energy,mean_reward,std_reward,min_reward,max_reward,p95_reward
S2_energy,calibration,greedy:budget_neutral_reconfiguration,1,0.013908544020729496,0.0,0.013908544020729496,0.013908544020729496,0.013908544020729496,0.07128372026642314,0.0,0.07128372026642314,0.07128372026642314,0.07128372026642314,0.035111556958999944,0.0,0.035111556958999944,0.035111556958999944,0.035111556958999944,0.18437135918757164,0.0,0.18437135918757164,0.18437135918757164,0.18437135918757164,0.0,0.0,0.0,0.0,0.0,-0.09273646092538755,0.0,-0.09273646092538755,-0.09273646092538755,-0.09273646092538755,-0.10429923189214742,0.0,-0.10429923189214742,-0.10429923189214742,-0.10429923189214742,0.0492766240967169,0.0,0.0492766240967169,0.0492766240967169,0.0492766240967169
S2_energy,calibration,greedy:coverage_restoration,2,-0.1915315694431824,0.10037301652792913,-0.2919045859711115,-0.09115855291525328,-0.09115855291525328,0.6306122481879958,0.16108963434527976,0.46952261384271604,0.7917018825332756,0.7917018825332756,0.5756481527945437,0.10434638723246423,0.47130176556207953,0.679994540027008,0.679994540027008,0.11468759740595538,0.03494358708173669,0.0797440103242187,0.14963118448769208,0.14963118448769208,0.6266536199527903,0.20144991723884423,0.4252037027139461,0.8281035371916345,0.8281035371916345,-0.2572284023860078,0.11505775756953336,-0.37228615995554115,-0.14217064481647443,-0.14217064481647443,-0.2975786255166861,0.16588291553558476,-0.4634615410522709,-0.13169570998110136,-0.13169570998110136,0.4536981263173986,0.14266624869738084,0.31103187762001777,0.5963643750147795,0.5963643750147795
S2_energy,held_out,greedy:continuity_repair,22,-0.012120832314638176,0.026348873480443107,-0.10746928936029908,0.025640959491153345,0.010333181911179668,0.10601285664208096,0.07071174529653819,0.0006943372199496956,0.2930253325011692,0.20541749865650433,0.07713862307621132,0.06502977611006067,0.0008163917356795673,0.24954063674560245,0.2201538766186851,0.060834849991110905,0.09795964035238802,-0.052792705355041734,0.34225755787500434,0.23111359796127498,0.8827438837477345,0.26556114760378463,0.0,1.0,1.0,-0.0584481080496173,0.0440031626887119,-0.21283478271468784,-0.011424520111981267,-0.015394997716177158,-0.06846843983630985,0.06181602691181126,-0.30242828334869976,-0.008838620352325063,-0.01833085547870887,0.14998678664726595,0.11047593344343344,-0.024875962990622003,0.39947356987254395,0.2826588385831078
S2_energy,held_out,do_nothing,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2_energy,held_out,greedy:coverage_restoration+redundant_overlay_line,1,-0.028961691726729827,0.0,-0.028961691726729827,-0.028961691726729827,-0.028961691726729827,0.25633763783254737,0.0,0.25633763783254737,0.25633763783254737,0.25633763783254737,0.1661848077082084,0.0,0.1661848077082084,0.1661848077082084,0.1661848077082084,0.14886592974240895,0.0,0.14886592974240895,0.14886592974240895,0.14886592974240895,0.6947706299883146,0.0,0.6947706299883146,0.6947706299883146,0.6947706299883146,-0.18991253759843976,0.0,-0.18991253759843976,-0.18991253759843976,-0.18991253759843976,-0.21136566835539256,0.0,-0.21136566835539256,-0.21136566835539256,-0.21136566835539256,0.25590113521633095,0.0,0.25590113521633095,0.25590113521633095,0.25590113521633095
S2_energy,held_out,greedy:continuity_repair+redundant_overlay_line,6,-0.024610885038590467,0.06892770730020359,-0.14723026556221133,0.061465809664196035,0.061465809664196035,0.27300615667614786,0.06995109724071036,0.1613693882691621,0.35119091018221105,0.35119091018221105,0.2104725035630677,0.0881623594284272,0.10866810568827924,0.3267062066471698,0.3267062066471698,0.1525723742368905,0.09669804835085899,-0.03987425141130118,0.2598790320843709,0.2598790320843709,0.9423061231668376,0.10137908054607754,0.7226991132526218,1.0,1.0,-0.14542473419148336,0.04894006082793012,-0.23081916677165487,-0.07437529071146609,-0.07437529071146609,-0.16282490454787457,0.05761156670975842,-0.26800133775709156,-0.08113102379038364,-0.08113102379038364,0.38905262029838455,0.05837633876136829,0.30392071394281645,0.49782618059560724,0.49782618059560724
S2_energy,held_out,greedy:corridor_relief,1,0.015714265629306536,0.0,0.015714265629306536,0.015714265629306536,0.015714265629306536,0.03524398095073024,0.0,0.03524398095073024,0.03524398095073024,0.03524398095073024,0.01747979249546263,0.0,0.01747979249546263,0.01747979249546263,0.01747979249546263,0.06163931818181804,0.0,0.06163931818181804,0.06163931818181804,0.06163931818181804,1.0,0.0,1.0,1.0,1.0,-0.06384892614474358,0.0,-0.06384892614474358,-0.06384892614474358,-0.06384892614474358,-0.07186653788803886,0.0,-0.07186653788803886,-0.07186653788803886,-0.07186653788803886,-0.003703922696632597,0.0,-0.003703922696632597,-0.003703922696632597,-0.003703922696632597
S2_energy,held_out,greedy:coverage_restoration,1,-0.007193287766509015,0.0,-0.007193287766509015,-0.007193287766509015,-0.007193287766509015,0.04475654174321467,0.0,0.04475654174321467,0.04475654174321467,0.04475654174321467,0.02599024084625067,0.0,0.02599024084625067,0.02599024084625067,0.02599024084625067,0.02689950364439552,0.0,0.02689950364439552,0.02689950364439552,0.02689950364439552,0.16244844583923984,0.0,0.16244844583923984,0.16244844583923984,0.16244844583923984,-0.019225407762610506,0.0,-0.019225407762610506,-0.019225407762610506,-0.019225407762610506,-0.03712660668068809,0.0,-0.03712660668068809,-0.03712660668068809,-0.03712660668068809,0.05010234704469517,0.0,0.05010234704469517,0.05010234704469517,0.05010234704469517
S2_energy,held_out,greedy:redundancy_restoration,1,-0.023942223329830852,0.0,-0.023942223329830852,-0.023942223329830852,-0.023942223329830852,0.3178037901601126,0.0,0.3178037901601126,0.3178037901601126,0.3178037901601126,0.2648407822135937,0.0,0.2648407822135937,0.2648407822135937,0.2648407822135937,0.26817599611408055,0.0,0.26817599611408055,0.26817599611408055,0.26817599611408055,1.0,0.0,1.0,1.0,1.0,-0.10491597661324886,0.0,-0.10491597661324886,-0.10491597661324886,-0.10491597661324886,-0.09623366443741484,0.0,-0.09623366443741484,-0.09623366443741484,-0.09623366443741484,0.5628499028634388,0.0,0.5628499028634388,0.5628499028634388,0.5628499028634388
S2_energy,held_out,greedy:corridor_relief+emergency_bus_bridge,1,-0.2918449608703526,0.0,-0.2918449608703526,-0.2918449608703526,-0.2918449608703526,1.238578160874431,0.0,1.238578160874431,1.238578160874431,1.238578160874431,1.1529998632484104,0.0,1.1529998632484104,1.1529998632484104,1.1529998632484104,-0.11183579617435604,0.0,-0.11183579617435604,-0.11183579617435604,-0.11183579617435604,0.6107141598818151,0.0,0.6107141598818151,0.6107141598818151,0.6107141598818151,-0.3179550788513065,0.0,-0.3179550788513065,-0.3179550788513065,-0.3179550788513065,-0.35280498991308834,0.0,-0.35280498991308834,-0.35280498991308834,-0.35280498991308834,0.4464092571255858,0.0,0.4464092571255858,0.4464092571255858,0.4464092571255858
