scenario,phase,type,n,mean_improvement_att,std_improvement_att,min_improvement_att,max_improvement_att,p95_improvement_att,mean_improvement_CEF,std_improvement_CEF,min_improvement_CEF,max_improvement_CEF,p95_improvement_CEF,mean_improvement_CEF2,std_improvement_CEF2,min_improvement_CEF2,max_improvement_CEF2,p95_improvement_CEF2,mean_improvement_exposure,std_improvement_exposure,min_improvement_exposure,max_improvement_exposure,p95_improvement_exposure,mean_improvement_dun,std_improvement_dun,min_improvement_dun,max_improvement_dun,p95_improvement_dun,mean_improvement_cost,std_improvement_cost,min_improvement_cost,max_improvement_cost,p95_improvement_cost,mean_improvement_energy,std_improvement_energy,min_improvement_energy,max_improvement_energy,p95_improvement_energy,mean_reward,std_reward,min_reward,max_reward,p95_reward
S2_energy,calibration,area_closure,14,-0.10020533638693856,0.12267737074878031,-0.4211495636788649,0.05436617844202397,0.05436617844202397,0.5356795916769397,0.3283510888513703,0.06604863414524599,1.093498437886675,1.093498437886675,0.5017655566343637,0.31630459092105256,0.06097148295916883,1.0376703205640183,1.0376703205640183,-0.05685462906575273,0.3386391384996587,-0.8238635085226818,0.23982828984370141,0.23982828984370141,0.6561361615662323,0.32588718103922837,0.07558916644666668,1.0,1.0,-0.19830443068157527,0.13066800888648075,-0.44400513746019116,0.0012202961716161708,0.0012202961716161708,-0.2383669397972377,0.16606434005557194,-0.5637985898924204,-0.041518981409787076,-0.041518981409787076,0.36506101565893784,0.21162501456768013,0.03508645750014254,0.6414769863464864,0.6414769863464864
S2_energy,calibration,combined_disruption,24,-0.09477775345642504,0.18273610357383396,-0.7305660707360323,0.05201501984136924,0.041625773554697175,0.55583537631655,0.7149146810643245,0.028806363918985504,3.298512700572908,1.8520443879731863,0.5247307407302616,0.6595733932386834,0.025109633374862016,3.0069528228011486,1.7396308387622397,0.0013175742413683346,0.24150830437006238,-0.6372429562479777,0.2985595657665682,0.27569539446328356,0.6824106488342453,0.39787989959758585,0.0,1.0,1.0,-0.17344319472817313,0.10603106248694807,-0.339730542169912,-0.023952164797461786,-0.053489452694533146,-0.20094578307236458,0.12624374673257707,-0.40504843731841883,-0.0516596704157119,-0.0614834914780326,0.32690423994523177,0.2859045178705807,0.009097385130701338,1.0342368268618212,0.9182891981527311
S2_energy,calibration,demand_surge,19,0.037004056413617425,0.001672502575308789,0.03488754886255578,0.041628990260474605,0.041628990260474605,0.03313046400451389,0.006266699660509504,0.02519371250270411,0.05044608664513186,0.05044608664513186,0.02876689377167895,0.005308587121137952,0.022036687297767078,0.04342056646866224,0.04342056646866224,0.05402873840622473,0.008466799980033001,0.04273890435090682,0.07624220124566373,0.07624220124566373,,,,,,-0.053489452694533125,2.0816681711721685e-17,-0.053489452694533146,-0.053489452694533146,-0.053489452694533146,-0.0614834914780326,0.0,-0.0614834914780326,-0.0614834914780326,-0.0614834914780326,0.017896942231356627,0.012238455962170667,0.0021838638137216676,0.051264482203630904,0.051264482203630904
S2_energy,calibration,link_failure,37,-0.008625413622075426,0.07180692341311683,-0.2181975713664848,0.047514584938084095,0.040570291195589164,0.15317149637782174,0.16171936518638644,0.03494472307981608,0.6884129868368837,0.49992751288955667,0.14563606357956624,0.15595381146394657,0.030308247317590162,0.6513710128141632,0.45507580784554574,0.04466837075371001,0.09477247502509126,-0.2481368077660761,0.29294065814964165,0.20205369657622885,0.8596030116048089,0.32561361873391165,0.0,1.0,1.0,-0.08652187909440383,0.046945139312675375,-0.25706884148252945,-0.053489452694533146,-0.053489452694533146,-0.09912926812738629,0.06554821589266423,-0.3703045838258573,-0.057980124129855544,-0.0614834914780326,0.13159998688283872,0.13616293628953388,0.018029510016321026,0.428447599091521,0.41495560393432807
S2_energy,calibration,node_removal,11,-0.04819484813407715,0.09509359376186824,-0.2102927625255236,0.046285982170056236,0.046285982170056236,0.23851424291592316,0.1763491227861968,0.03713248075267426,0.5431191917447314,0.5431191917447314,0.22948972197797224,0.1732004049636131,0.03210179749161647,0.5392114168893241,0.5392114168893241,0.06405645556908231,0.16044412228905514,-0.2543799604092286,0.28083900363785824,0.28083900363785824,0.6513512903691956,0.43748093371217855,0.0,1.0,1.0,-0.10366612106271313,0.06701035805157127,-0.27273359084489385,-0.037533919836988186,-0.037533919836988186,-0.10993104860221915,0.0645645164636636,-0.27764084036337283,-0.04773974737392594,-0.04773974737392594,0.23679996939056347,0.15681054676052278,0.02785904873391156,0.5409479922744203,0.5409479922744203
S2_energy,held_out,link_failure,21,-0.005322455121444613,0.07368000599909333,-0.2446257611590498,0.040442737802108525,0.038384788172129466,0.15426502252769922,0.16346651204187054,0.03494472307981608,0.5342776440203594,0.5290401015919948,0.1465536096849437,0.1601839688595293,0.030308247317590162,0.5133426283537423,0.5123340005364171,0.05377030104585291,0.08968081626478389,-0.28324549699482837,0.18316294137730893,0.16918670718645437,0.7125862993411174,0.36969782517910044,0.0,1.0,1.0,-0.07848245051679693,0.03603659848863417,-0.18308341201240252,-0.053489452694533146,-0.053489452694533146,-0.09121381009771408,0.04582239258959868,-0.22595725024279145,-0.05858633863376292,-0.0614834914780326,0.14614681440680768,0.14882413662488791,0.021577817978147742,0.5105482496543039,0.43113007465594294
S2_energy,held_out,node_removal,6,-0.08982088452173516,0.08677718684366707,-0.21391299121206922,-0.021202222083033316,-0.021202222083033316,0.29701482088809367,0.051262703802770586,0.22538720916276087,0.3652978024900222,0.3652978024900222,0.27992379738722584,0.05426107607040314,0.21013653291223294,0.35268926718520865,0.35268926718520865,0.054468802029425535,0.18811354763240015,-0.2543799604092286,0.30864875825130084,0.30864875825130084,0.9584423266588947,0.09292578257744213,0.7506539599533685,1.0,1.0,-0.11521482344700769,0.052195087425962156,-0.19942600149309317,-0.034145309225252406,-0.034145309225252406,-0.13533314735122512,0.054986245290885714,-0.23137789787340385,-0.07623717604081984,-0.07623717604081984,0.2782056649760238,0.09663103782287175,0.13791777134226957,0.4391388208020201,0.4391388208020201
S2_energy,held_out,demand_surge,6,0.036979841730219655,0.0012076764736778799,0.03580188523160549,0.03863981837501669,0.03863981837501669,0.03304133998803071,0.004526615457667776,0.028625266271616972,0.039262990050171795,0.039262990050171795,0.028693124821104806,0.0038362270831343616,0.02494965836095618,0.03396556408028059,0.03396556408028059,0.05405004238549793,0.006231848632519739,0.04789120200223106,0.06258889660622616,0.06258889660622616,,,,,,-0.053489452694533146,0.0,-0.053489452694533146,-0.053489452694533146,-0.053489452694533146,-0.06148349147803261,6.938893903907228e-18,-0.0614834914780326,-0.0614834914780326,-0.0614834914780326,0.017776258585015747,0.008890121995592415,0.009074431736272606,0.029985928957254063,0.029985928957254063
S2_energy,held_out,combined_disruption,8,-0.0550765706668908,0.09416684405680567,-0.21096218687471902,0.038691131314928684,0.038691131314928684,0.38161279656525315,0.43457430076050896,0.039262990050171795,1.2738768803234908,1.2738768803234908,0.36395533458819196,0.4235492393015616,0.03396556408028059,1.2579805230509398,1.2579805230509398,-0.026825082436595635,0.2236154396717937,-0.5716831343343218,0.1409889960260149,0.1409889960260149,0.9070439213124719,0.19680749789610272,0.46744972221076553,1.0,1.0,-0.16462277423582342,0.12559756245834447,-0.43683329002041943,-0.053489452694533146,-0.053489452694533146,-0.18917578598990833,0.1567418558844775,-0.5484383487306975,-0.0614834914780326,-0.0614834914780326,0.21105997689208572,0.20413952683047185,0.021229651505046812,0.5160154872827161,0.5160154872827161
S2_energy,held_out,area_closure,4,-0.11276885408098915,0.09696268478028215,-0.23169965752167807,0.009052154295189532,0.009052154295189532,0.4504411977483499,0.26529910841884724,0.05376470068031544,0.7176381745295201,0.7176381745295201,0.42571990693039125,0.26167642994694373,0.04912629090962759,0.7174866587112129,0.7174866587112129,0.08685294484590725,0.13637975781417735,-0.11138294726943983,0.2505864089462613,0.2505864089462613,0.7947123404284651,0.35556865654480185,0.1788493617138603,1.0,1.0,-0.17261947012204285,0.08590175119618346,-0.2566197558950502,-0.028839065287409236,-0.028839065287409236,-0.18553084448880774,0.0837911877178217,-0.27241380202338666,-0.04743710663565248,-0.04743710663565248,0.3969762273926382,0.21692767102399402,0.05857162965770039,0.6291234375754122,0.6291234375754122
