scenario,phase,action,n,mean_improvement_att,std_improvement_att,min_improvement_att,max_improvement_att,p95_improvement_att,mean_improvement_CEF,std_improvement_CEF,min_improvement_CEF,max_improvement_CEF,p95_improvement_CEF,mean_improvement_CEF2,std_improvement_CEF2,min_improvement_CEF2,max_improvement_CEF2,p95_improvement_CEF2,mean_improvement_exposure,std_improvement_exposure,min_improvement_exposure,max_improvement_exposure,p95_improvement_exposure,mean_improvement_dun,std_improvement_dun,min_improvement_dun,max_improvement_dun,p95_improvement_dun,mean_improvement_cost,std_improvement_cost,min_improvement_cost,max_improvement_cost,p95_improvement_cost,mean_improvement_energy,std_improvement_energy,min_improvement_energy,max_improvement_energy,p95_improvement_energy,mean_reward,std_reward,min_reward,max_reward,p95_reward
S1_service,calibration,greedy:redundancy_restoration+redundant_overlay_line,11,-0.057565447721280874,0.09475191518094268,-0.19874175739690034,0.053781727632784763,0.053781727632784763,0.3402812680559398,0.18354776331403638,0.071589945264291,0.6109292034445426,0.6109292034445426,0.30728045597308973,0.15713877482406174,0.06402535456997796,0.5111984445169652,0.5111984445169652,0.06919257172575036,0.17040643608083306,-0.2207429128201338,0.28083900363785824,0.28083900363785824,0.8060074736462859,0.2942469620181744,0.07558916644666668,1.0,1.0,-0.21950075893050103,0.09278485189483175,-0.3890350435391864,-0.09939207079428906,-0.09939207079428906,,,,,,0.44566840694418325,0.17688123296125433,0.13627096499989286,0.7127529894184312,0.7127529894184312
S1_service,calibration,greedy:redundancy_restoration,13,-0.13445114981300835,0.18326441851256275,-0.6910698004803084,0.01181308665633635,0.01181308665633635,0.8124250942928531,0.8655401112732272,0.1511474322681618,3.414030390504819,3.414030390504819,0.7607119816180189,0.7818522654022487,0.1557557564420479,3.078689740479681,3.078689740479681,-0.09616526638047257,0.33254775353079286,-0.8238635085226818,0.27985890820004233,0.27985890820004233,0.8453000753666396,0.21365245551849982,0.36601296225111035,1.0,1.0,-0.27554249248805235,0.1059529283042655,-0.5355871890978356,-0.10403085212411717,-0.10403085212411717,,,,,,0.7153983261368604,0.30858120342732825,0.2582442245888241,1.300094575678565,1.300094575678565
S1_service,calibration,greedy:corridor_relief,35,0.03744727856416844,0.0015914460440080627,0.03488754886255578,0.041628990260474605,0.041625773554697175,0.034207120237536935,0.005125761130023425,0.02519371250270411,0.05044608664513186,0.04060380368187814,0.02969315874185354,0.004354975436001109,0.022036687297767078,0.04342056646866224,0.0352413037316482,0.05560593889404365,0.007009064068066562,0.04273890435090682,0.07624220124566373,0.06607348224168226,0.0,0.0,0.0,0.0,0.0,-0.05369350577100814,0.000576775953270644,-0.05621452059355663,-0.053489452694533146,-0.053489452694533146,,,,,,0.08112323079231354,0.009767356492891566,0.06366735529175427,0.1127479736816635,0.09191892293271242
S1_service,calibration,greedy:budget_neutral_reconfiguration,2,0.025298646064801266,0.0290675323772227,-0.0037688863124214363,0.05436617844202397,0.05436617844202397,0.5142406772566894,0.3405796436373441,0.1736610336193453,0.8548203208940335,0.8548203208940335,0.47407134718885613,0.33269683283607465,0.14137451435278145,0.8067681800249308,0.8067681800249308,0.11313298650393493,0.18542657926263328,-0.07229359275869837,0.2985595657665682,0.2985595657665682,0.33301066017067865,0.23884273733648703,0.09416792283419165,0.5718533975071657,0.5718533975071657,-0.14768040575612248,0.14890070192773866,-0.29658110768386114,0.0012202961716161708,0.0012202961716161708,,,,,,0.5491284431060866,0.3165642272285969,0.2325642158774896,0.8656926703346834,0.8656926703346834
S1_service,calibration,greedy:continuity_repair+redundant_overlay_line,13,-0.09482972549685857,0.11399236644239223,-0.3632335492256004,0.047514584938084095,0.047514584938084095,0.44157026793859244,0.2521371107168013,0.1051969757268829,0.8669702251088552,0.8669702251088552,0.4222182279352133,0.2413359418425403,0.09520841672887835,0.8620432743817042,0.8620432743817042,0.029006851023428204,0.26092221480570366,-0.6708705294597752,0.29294065814964165,0.29294065814964165,0.9222317408224937,0.1870977140474936,0.30434696233574454,1.0,1.0,-0.20071251243815308,0.10655892000972797,-0.4215414444697234,-0.08397091273968335,-0.08397091273968335,,,,,,0.5264748425981491,0.20175250620213092,0.21786987482282616,0.8767680623908842,0.8767680623908842
S1_service,calibration,greedy:continuity_repair,7,-0.12770050077200107,0.09909220536493282,-0.29713256442345287,-0.005054093455403817,-0.005054093455403817,0.7314287862134581,0.26805302111335555,0.35007760630164264,1.093498437886675,1.093498437886675,0.7024898871638964,0.259951704842975,0.3292500445856307,1.0376703205640183,1.0376703205640183,-0.051822598023755384,0.2847574507005906,-0.500792942549611,0.2708441381292515,0.2708441381292515,0.9544261630297862,0.07216948049937723,0.8330088697026163,1.0,1.0,-0.30700333688363335,0.09880298787670554,-0.46048019515561045,-0.1993482865034546,-0.1993482865034546,,,,,,0.7768010973686259,0.25262675769056975,0.4831049995083273,1.1202172424252859,1.1202172424252859
S1_service,calibration,greedy:full_structural_recovery,19,0.035899959092962674,0.040796996948973055,-0.11085354938531594,0.07913386998930062,0.07913386998930062,0.09726246859721106,0.06712692525815181,0.03713248075267426,0.27262681903360736,0.27262681903360736,0.09276893382244034,0.06884103571172012,0.03210179749161647,0.2722051591894051,0.2722051591894051,0.052556092410925064,0.06659732562383815,-0.08342644798794017,0.1606459807218803,0.1606459807218803,0.8073109882165126,0.3764658489443502,0.0,1.0,1.0,-0.19164904154075837,0.015366594422068865,-0.21781918793131202,-0.14978087422567726,-0.14978087422567726,,,,,,0.17764931065531608,0.09631426482579211,0.08391531229734629,0.4250211574165825,0.4250211574165825
S1_service,calibration,greedy:budget_neutral_reconfiguration+redundant_overlay_line,2,-0.00945853293977564,0.03715937921399047,-0.04661791215376611,0.02770084627421483,0.02770084627421483,0.22780011846468168,0.1318517162773335,0.09594840218734817,0.3596518347420152,0.3596518347420152,0.19649738714881598,0.11090846311615443,0.08558892403266155,0.3074058502649704,0.3074058502649704,0.18330147012611836,0.09508572010239304,0.08821575002372531,0.2783871902285114,0.2783871902285114,0.1654668658994965,0.1268571851776755,0.038609680721821,0.292324051077172,0.292324051077172,-0.22917639334199963,0.036759949818819956,-0.2659363431608196,-0.1924164435231797,-0.1924164435231797,,,,,,0.2701910873625888,0.11245753643389086,0.15773355092869795,0.3826486237964797,0.3826486237964797
S1_service,calibration,greedy:corridor_relief+emergency_bus_bridge,1,0.04076219209443788,0.0,0.04076219209443788,0.04076219209443788,0.04076219209443788,0.03709489105841759,0.0,0.03709489105841759,0.03709489105841759,0.03709489105841759,0.03308165868929488,0.0,0.03308165868929488,0.03308165868929488,0.03308165868929488,0.07051153585527857,0.0,0.07051153585527857,0.07051153585527857,0.07051153585527857,0.0,0.0,0.0,0.0,0.0,-0.13462253681460795,0.0,-0.13462253681460795,-0.13462253681460795,-0.13462253681460795,,,,,,0.08272021484227327,0.0,0.08272021484227327,0.08272021484227327,0.08272021484227327
S1_service,calibration,greedy:corridor_relief+extend_route_to_orphaned_stops,1,0.040570291195589164,0.0,0.040570291195589164,0.040570291195589164,0.040570291195589164,0.038614487589505836,0.0,0.038614487589505836,0.038614487589505836,0.038614487589505836,0.03493228752288946,0.0,0.03493228752288946,0.03493228752288946,0.03493228752288946,0.05777022394307953,0.0,0.05777022394307953,0.05777022394307953,0.05777022394307953,0.05791545146785808,0.0,0.05791545146785808,0.05791545146785808,0.05791545146785808,-0.06717108906414287,0.0,-0.06717108906414287,-0.06717108906414287,-0.06717108906414287,,,,,,0.08930016629273158,0.0,0.08930016629273158,0.08930016629273158,0.08930016629273158
